tora_id,lat,long
24849,59.3565,18.001
24848,59.7175,18.7802
24847,59.7895,17.8372
24846,59.7847,17.4799
24845,59.5064,18.5714
24844,59.7611,18.1395
24843,59.305,18.4679
24842,59.4381,18.1064
24841,59.3454,18.3246
24840,59.6942,18.0492
24839,59.6232,17.0251
24838,59.5684,17.9042
24837,59.7449,17.8453
24836,59.6786,17.0247
24835,59.8193,18.8177
24834,59.8612,18.1086
24833,59.3656,18.4232
24832,59.5061,17.5755
24831,59.2632,18.5048
24830,59.5594,16.9525
24829,59.5338,17.9077
24828,59.5315,17.5727
24827,59.7236,17.33
24826,59.7009,17.3202
24825,59.4652,17.9195
24824,60.3199,18.2592
24823,59.6816,16.8664
24822,59.5231,18.251
24821,59.6728,18.0206
24820,59.3723,18.5319
24819,59.5239,18.172
24818,59.773,17.2187
24817,59.7541,17.1699
24816,59.5333,17.0356
24815,59.3827,18.4601
24814,59.7178,18.0033
24813,59.6925,18.0035
24812,59.6408,16.9642
24811,59.5593,18.084
24810,59.7314,18.6984
24809,59.4822,18.5695
24808,59.6565,17.7481
24807,59.6876,18.1337
24806,60.4867,17.7431
24805,60.2303,18.4458
24804,59.3013,18.2523
24803,59.3014,18.4049
24802,59.7244,17.1474
24801,59.6632,16.9383
24800,59.5264,17.6706
24799,59.7316,17.8317
24798,59.7301,17.8546
24797,59.7429,17.8716
24796,59.7812,17.6565
24795,59.3522,18.2704
24794,59.714,17.7976
24793,59.734,18.1894
24792,59.4244,17.8265
24791,59.7487,18.0192
24790,59.7333,17.2099
24789,59.5446,17.014
24788,59.6223,18.1973
24787,59.5665,17.9557
24786,59.728,17.2511
24785,59.5422,18.2701
24784,59.5555,17.0493
24783,59.4025,18.1673
24782,59.685,17.8124
24781,59.7486,17.194
24780,59.3207,18.374
24779,59.813,18.791
24778,59.5313,18.5098
24777,59.5175,18.0652
24776,59.4984,17.6246
24775,59.2915,18.5885
24774,59.6816,18.1633
24773,59.6614,17.0262
24770,59.617,18.8948
24769,59.7483,18.7406
24768,59.7235,17.394
24767,59.6589,18.1605
24766,59.6473,17.982
24763,59.3145,15.9722
24762,59.2079,17.6541
24761,59.4446,16.387
24760,59.3804,16.317
24755,59.4456,16.4481
24753,59.342,16.2502
24748,59.1584,17.6053
24746,58.9101,16.7567
24745,59.2743,16.9825
24743,59.4136,16.0142
24742,59.4482,16.3435
24741,59.3921,16.7958
24740,59.2487,17.1519
24739,59.3033,18.1165
24735,58.8899,17.106
24734,59.315,18.217
24733,58.8687,17.049
24732,59.1969,17.7288
24731,59.2996,16.4287
24730,59.3061,16.6894
24728,58.8523,17.2908
24725,58.9161,17.9255
24721,58.7652,17.0087
24718,58.8721,17.1223
24716,59.3512,17.0682
24715,59.338,17.0942
24712,58.9071,17.0229
24710,59.2341,17.5932
24709,59.3061,18.1551
24708,59.1465,16.7947
24704,58.8263,17.0703
24697,59.3736,16.4183
24694,58.7942,16.8666
24691,58.951,16.5907
24685,59.4564,16.748
24683,59.1663,16.8267
24682,59.3719,16.3026
24681,59.3983,16.4536
24679,59.1119,17.6564
24678,59.2736,17.6342
24676,59.172,16.078
24675,58.9511,16.026
24673,59.4349,16.6608
24672,59.1729,17.5361
24670,59.3704,16.9291
24665,56.9985,14.6808
24664,57.532,14.7469
24663,56.666,15.0233
24662,56.8268,14.9887
24661,57.1298,13.897
24660,57.0297,14.7834
24659,58.0009,14.9386
24658,57.0061,14.1429
24657,57.0859,13.4635
24656,56.9336,13.383
24655,57.5904,14.732
24654,56.7269,15.0112
24653,58.0395,14.4742
24652,57.8822,14.8871
24651,57.9128,14.6429
24650,56.7818,14.7368
24649,57.1577,13.9571
24648,57.3621,15.3765
24647,56.7119,15.0659
24646,57.7343,14.3963
24645,56.817,14.1789
24644,57.3657,13.7549
24643,57.5551,14.8857
24642,57.3524,14.8941
24641,58.0455,15.0134
24640,57.6264,14.9898
24639,57.4376,14.3045
24638,57.0391,13.7848
24637,57.0266,14.0141
24636,56.9373,14.8705
24635,57.0432,14.8166
24634,56.944,13.6463
24633,57.974,14.7126
24632,56.8993,14.9866
24631,57.0175,15.4009
24630,57.0333,14.684
24629,57.8117,13.7796
24628,57.0788,13.7048
24627,57.0129,13.6997
24626,57.1462,13.5619
24625,57.0108,13.8414
24624,56.7713,14.8267
24623,57.7757,14.3202
24622,57.0072,13.66
24621,56.9137,14.5841
24620,56.661,14.319
24619,56.4878,15.3281
24618,57.5818,15.1157
24617,56.6953,14.9006
24616,56.6783,15.189
24615,57.7425,14.3673
24614,57.5418,14.8809
24613,57.6731,14.3472
24612,57.2116,15.3789
24611,57.1744,13.1677
24610,57.3271,15.3731
24609,57.1341,14.6711
24608,57.5618,14.8707
24607,57.6029,14.9812
24606,57.3462,14.9423
24605,56.8101,14.8301
24604,57.7386,14.5386
24603,56.9786,15.0881
24602,57.4551,14.7762
24601,56.769,14.7712
24600,57.7177,14.1902
24599,57.2735,15.3788
24598,57.219,14.1436
24596,57.9125,14.7977
24595,57.2117,13.2599
24594,57.1318,14.3357
24593,57.6193,15.5628
24592,57.3484,14.4535
24591,57.1297,14.1242
24590,56.973,15.1646
24589,57.0212,13.8464
24588,57.0818,15.0433
24587,57.1664,14.5896
24586,57.1445,13.8956
24585,57.4103,13.6397
24584,57.6887,15.0012
24583,57.2329,15.3461
24582,56.8588,15.3871
24581,56.6363,15.3508
24580,56.9771,14.9403
24579,57.8546,14.8254
24578,57.3731,15.2748
24577,56.679,14.8076
24576,57.7576,14.8026
24575,57.2244,13.4365
24574,57.3082,15.2247
24573,56.6978,14.8832
24572,57.9071,14.8321
24571,57.5523,14.8256
24570,57.2996,15.0565
24569,57.3917,14.3054
24568,57.0455,15.5854
24567,57.3064,15.3381
24566,57.8216,14.5182
24565,57.3187,15.1128
24564,57.1902,14.1308
24563,57.1898,13.8904
24562,57.1951,14.9565
24561,57.3654,15.3408
24560,57.5177,14.1581
24559,57.1229,14.2927
24558,56.6716,15.3919
24557,56.9637,14.8901
24556,56.8737,15.6779
24555,57.8998,14.6658
24554,56.5963,15.4566
24553,57.9053,14.9805
24552,56.8471,14.6013
24551,58.0017,15.0335
24550,56.8658,14.0754
24549,57.5927,14.6253
24548,58.0796,14.714
24547,57.0589,15.5866
24546,57.4345,14.9726
24545,57.3356,15.3089
24544,57.5118,15.3513
24543,57.212,13.7268
24542,57.0083,13.9475
24541,56.8776,14.5658
24540,57.0091,14.823
24539,56.9985,14.8139
24538,56.5535,14.9766
24537,57.74,14.7115
24535,57.3116,14.7359
24534,57.8169,14.4086
24533,57.9387,14.7501
24532,57.053,13.8451
24531,57.2637,13.6738
24530,57.5701,14.0836
24529,57.8453,14.9835
24527,56.5064,14.7172
24526,57.3306,14.6806
24525,57.8108,14.1244
24524,57.3593,14.9631
24523,57.3568,14.975
24522,57.0717,14.7195
24521,57.1606,14.7819
24520,57.9995,14.5124
24519,57.312,15.0831
24518,57.1233,14.5661
24517,57.267,13.7896
24516,57.0983,13.6871
24515,58.0301,14.6667
24514,57.852,14.4589
24513,55.507,13.946
24512,55.6849,13.6343
24511,56.2317,13.0223
24510,56.0567,14.4703
24509,55.5526,13.583
24508,55.7797,13.2835
24507,56.2073,12.8002
24506,56.1897,14.0475
24505,55.6232,13.8311
24504,55.8546,12.9555
24503,55.8657,13.2521
24502,55.9061,13.2672
24501,55.6996,13.1402
24500,55.5686,13.2104
24499,55.6799,13.6565
24498,56.1391,13.9664
24497,55.7687,13.2526
24496,55.4405,13.2867
24495,55.4747,13.8682
24494,55.9784,13.0027
24493,55.563,14.1016
24492,55.5425,13.1423
24491,55.6327,14.1192
24490,55.9329,13.3919
24489,56.174,12.7791
24488,56.0814,14.195
24487,56.0566,12.8506
24486,55.833,13.215
24485,56.2503,12.8781
24484,55.8368,13.4606
24483,55.4707,13.4605
24482,55.991,13.086
24481,55.6477,13.8969
24480,55.7611,13.5039
24479,55.8372,13.6314
24478,55.5885,13.8867
24477,55.8063,13.3293
24476,56.2603,12.5343
24475,55.858,13.3468
24474,55.5103,13.8809
24473,56.15,13.748
24472,56.1047,13.7168
24471,55.6913,13.0756
24470,55.6174,13.3286
24469,55.5963,13.8514
24468,56.0755,13.0999
24467,55.5048,13.3306
24466,55.9862,13.0026
24465,55.7488,13.0359
24464,55.6644,13.2662
24463,55.7785,12.9547
24462,56.0564,14.0997
24461,56.1189,13.4154
24460,55.6955,13.2983
24459,59.1602,15.6246
24458,59.1524,14.8967
24457,58.7579,14.803
24456,59.0633,14.9168
24455,59.0838,15.0267
24454,59.3484,15.1661
24453,59.2449,15.4318
24452,59.1562,15.3875
24451,59.0682,14.9197
24450,59.3237,15.5707
24449,59.1025,14.6935
24448,59.0499,15.4965
24447,56.7104,12.841
24446,56.4269,13.1299
24445,56.6381,12.9903
24444,56.7923,12.6246
24443,56.9318,12.6714
24442,56.9572,12.4758
24441,56.8916,12.7837
24440,57.3197,12.4269
24439,57.4671,12.0817
24438,57.4956,12.1226
24437,56.8119,12.7884
24436,56.7981,12.7091
24435,56.9853,13.0912
24434,56.9893,12.6731
24433,56.6054,13.0451
24432,56.7048,12.9109
24431,58.7968,12.1546
24430,58.6168,12.3904
24429,58.8932,12.5241
24428,58.8052,11.8987
24427,60.5096,15.5529
24426,58.444,11.604
24425,58.1248,11.6868
24424,58.0695,11.6917
24423,58.464,11.6366
24422,58.3801,11.6489
24421,58.9732,11.2383
24420,56.1616,15.4821
24419,56.131,14.6316
24418,56.7615,14.9188
24417,56.8536,14.834
24416,55.6582,14.2355
24415,58.3256,12.3721
24414,58.3744,14.1174
24413,58.3593,11.8345
24412,56.7644,12.8448
24411,59.2713,15.1515
24410,57.2276,12.2215
24409,60.5368,17.4098
24408,59.5946,18.203
24407,59.7516,18.952
24406,59.4374,16.9325
24405,55.9257,13.001
24404,56.161,13.7098
24403,56.1296,12.6883
24402,55.7494,13.3551
24401,55.4487,14.1721
24400,57.1444,12.2657
24399,58.5985,12.5753
24398,55.6986,13.2727
24397,60.2686,15.9712
24396,57.5176,18.4532
24395,59.0188,12.2761
24394,58.9461,15.0017
24393,58.9659,14.8382
24392,59.6332,16.4916
24391,59.5468,17.2476
24390,59.5261,15.1544
24389,59.4576,15.4747
24388,60.0157,15.7623
24387,59.7695,15.2933
24386,59.6812,15.7543
24385,59.8317,14.7393
24384,59.3048,14.9455
24383,59.557,15.2847
24381,59.4932,15.06
24380,59.7716,15.2896
24379,59.5613,14.7424
24378,59.5355,14.6329
24377,59.7672,15.3145
24376,59.7043,14.5485
24375,59.5689,15.728
24374,59.8248,18.5874
24373,58.9583,17.9515
24372,58.7187,16.559
24371,59.2047,17.1955
24367,56.6925,14.9955
24366,55.6978,13.7777
24365,59.1053,14.3647
24364,59.3811,15.0358
24363,58.9635,12.274
24362,59.3615,17.036
24361,58.3456,12.9539
24360,58.3735,12.4002
24359,58.344,12.3693
24358,58.2367,13.5575
24356,58.7518,16.9627
24355,59.3511,17.0509
24354,59.1202,14.9312
24353,58.1477,13.8048
24352,59.6624,15.7642
24351,59.3983,15.8037
24350,60.3706,18.157
24349,59.2491,17.084
24347,59.1831,14.4755
24346,58.9726,14.6385
24345,58.9801,14.6297
24344,58.4854,16.1401
24343,58.4775,15.9827
24342,58.5258,16.8323
24341,57.8796,15.8607
24340,59.71,16.6635
24339,59.5935,16.6574
24338,58.2892,12.928
24337,58.4027,14.1281
24336,59.5197,17.9158
24335,59.5257,17.6176
24334,59.7211,19.0324
24333,59.4664,18.2748
24332,59.4998,17.6641
24331,59.4777,18.0547
24330,60.4869,17.7184
24329,59.3251,18.4998
24328,59.7645,17.6426
24326,59.2689,16.6758
24325,59.2931,16.5044
24323,59.2805,16.4604
24322,58.75,16.5508
24321,59.3286,17.0972
24319,58.7765,16.4576
24317,59.1915,17.5663
24316,58.8889,16.7962
24315,59.4138,17.1187
24314,59.2277,18.1672
24313,59.3172,16.6104
24312,59.2286,16.2127
24311,59.2839,16.4267
24310,59.106,17.1282
24309,59.2825,17.8928
24307,59.2806,16.1488
24305,59.3219,16.405
24303,59.2142,17.2872
24302,59.2546,17.1849
24300,59.2516,16.9378
24297,59.2999,18.1232
24296,58.8172,16.6992
24293,58.9927,17.3388
24290,59.2422,17.2525
24289,59.3759,16.6713
24288,58.9506,16.4179
24287,59.0909,16.9795
24286,59.1398,17.9659
24285,59.1389,17.5438
24284,59.2408,16.7633
24283,58.9795,17.3042
24282,59.4576,16.9974
24281,59.4105,16.7497
24279,57.7004,14.3346
24278,55.492,13.6543
24277,56.0895,14.1167
24276,59.2085,15.0039
24275,56.7688,12.78
24274,57.3218,12.3506
24273,58.6247,16.3492
24272,58.3681,15.5104
24271,58.4236,14.8203
24270,58.3808,14.9309
24269,58.0098,15.6847
24268,58.1848,15.993
24267,63.1864,17.0594
24266,63.1738,18.5661
24265,62.9751,17.7032
24264,63.1567,17.3925
24263,63.5806,19.447
24262,63.1725,17.6239
24261,63.1888,17.8189
24260,63.4653,19.0469
24258,59.8985,15.5645
24257,59.5058,15.5182
24256,59.4723,15.6274
24255,59.6316,14.5641
24254,59.4202,15.6997
24253,59.5849,14.9716
24252,59.4819,15.5362
24251,59.5244,15.2809
24250,59.568,15.9307
24249,59.5262,16.1891
24248,59.8281,15.6844
24247,59.5837,16.8099
24246,59.9384,16.6297
24245,59.4316,16.0828
24244,59.8882,14.9745
24243,59.5925,15.2081
24242,59.4102,15.7824
24241,59.5786,16.6271
24240,59.7835,14.5102
24239,59.7193,16.4128
24238,59.5353,15.1195
24237,59.5506,15.5747
24236,60.0054,15.7849
24235,59.4674,15.5625
24234,59.6683,15.7648
24233,59.5382,16.4793
24231,57.6626,12.1303
24230,57.7062,12.0113
24229,58.3542,13.5257
24228,58.6437,13.5103
24227,57.8994,12.4968
24226,58.4663,13.3135
24225,58.3842,13.6164
24224,57.8445,12.3846
24223,58.2665,13.6162
24222,57.4729,12.3816
24221,58.2129,12.8192
24220,58.6751,14.2
24219,57.8249,13.1547
24218,58.4688,13.1192
24217,58.6358,13.1195
24216,58.0181,12.7849
24215,58.2188,14.2573
24214,57.6342,12.8585
24213,57.8993,13.523
24212,57.9549,12.4459
24211,58.2166,12.4347
24210,58.0855,13.6762
24209,58.5863,13.9966
24208,57.5169,13.1278
24207,57.4759,13.2628
24206,58.5826,13.441
24205,57.7075,13.3504
24204,58.1961,12.8321
24203,58.0032,12.7737
24202,58.593,13.3535
24201,57.9674,12.5956
24200,58.0542,13.66
24199,58.7694,13.9636
24198,58.1792,13.964
24197,58.6831,14.1273
24196,58.4776,13.8917
24195,57.3474,13.277
24194,57.5535,13.1785
24193,57.98,12.9449
24192,57.8465,13.3275
24191,57.7591,13.2235
24190,58.466,13.8385
24189,58.3276,14.1474
24188,58.4001,13.3827
24187,57.4663,13.2246
24186,57.8715,12.0347
24185,58.4947,14.5112
24184,57.9244,13.1245
24183,58.3567,13.2598
24182,57.9578,12.5641
24181,58.3272,13.0407
24180,57.7795,13.3685
24179,58.2564,13.7876
24178,58.1961,13.5839
24177,57.6374,13.448
24176,57.5595,12.7876
24175,58.5736,13.0524
24174,58.6384,14.039
24173,58.5005,13.7054
24172,57.8939,13.1419
24171,57.6383,12.4848
24170,58.7651,14.1656
24169,58.3625,12.8855
24168,58.394,13.0539
24167,58.2702,13.1623
24166,58.4356,13.0887
24165,58.7668,13.7998
24164,57.8898,13.2115
24163,58.3226,14.332
24162,58.3745,13.3878
24161,58.53,13.4533
24160,57.9004,13.451
24159,58.6348,13.1448
24158,57.3626,12.5355
24157,58.1273,13.6148
24156,58.4117,14.377
24155,58.2333,13.617
24154,57.6097,13.2596
24153,57.6621,12.0906
24152,58.6104,13.3683
24151,58.5764,14.21
24150,58.6111,14.3549
24149,57.9481,13.3616
